90,308
32,56
357,139
361,231
248,84
28,49
99,97
90,65
71,28
178,174
59,104
147,67
33,48
416,486
166,191
39,111
137,82
349,73
720,207
138,44
27,50
46,92
139,65
37,135
22,89
18,52
891,464
35,47
245,265
265,204
149,98
186,125
221,175
251,469
79,62
54,129
2058,1364
99,138
283,467
887,753
147,43
416,169
452,297
1245,133
58,136
54,26
191,374
230,189
25,23
43,81
262,368
244,99
420,141
94,73
1441,858
64,133
104,29
279,124
440,114
431,202
510,355
126,201
96,48
27,67
98,101
267,220
265,67
514,342
757,529
129,99
114,74
1571,1187
291,112
868,93
455,706
169,41
139,127
88,75
75,95
63,142
186,60
97,47
190,207
401,191
36,17
410,71
74,51
57,47
284,413
31,87
1169,584
52,73
160,223
55,78
75,53
121,245
221,441
85,186
46,138
56,100
457,159
131,47
47,21
474,122
320,336
283,123
181,44
48,188
97,393
412,146
239,357
65,113
41,90
330,164
332,131
107,124
78,77
371,229
383,766
357,122
233,138
50,200
49,148
405,101
99,95
143,98
147,206
226,128
197,235
23,61
50,162
165,337
483,801
175,148
79,70
191,56
377,99
1066,276
536,204
65,56
108,69
314,270
76,70
1316,857
71,67
115,83
75,23
283,96
152,93
64,44
191,102
168,54
80,83
67,69
184,111
130,149
91,208
85,25
52,91
229,168
440,66
113,39
374,381
40,72
65,42
44,47
225,766
134,338
74,51
43,111
23,67
346,520
57,28
175,114
68,30
88,126
129,52
78,122
144,45
86,24
34,48
231,203
155,95
86,165
71,86
501,169
273,185
124,133
211,53
22,28
491,139
72,74
153,140
200,134
216,276
105,98
159,235
132,117
56,80
170,242
523,264
59,141
95,139
341,194
88,36
88,184
405,109
185,357
50,48
608,413
175,54
399,276
67,209
187,160
65,77
267,569
270,105
370,229
69,36
102,120
95,70
78,78
324,16
190,189
84,82
62,48
27,67
39,149
107,40
35,55
38,72
192,63
214,43
197,41
664,254
207,86
51,23
56,54
90,53
252,74
246,267
34,46
39,108
343,809
74,105
22,43
52,84
59,53
106,30
47,45
19,57
21,76
32,100
102,91
65,87
33,118
407,264
389,192
101,31
41,58
66,41
47,51
25,60
99,42
111,89
34,65
31,55
36,43
188,142
199,357
430,342
291,346
54,43
164,92
138,309
121,43
76,43
38,23
27,51
95,309
48,132
126,234
51,167
81,29
268,974
21,31
34,67
54,81
87,115
74,130
191,45
81,43
148,121
292,182
24,35
81,87
107,53
125,227
361,336
49,32
89,165
250,337
97,86
64,123
125,44
250,289
313,126
106,31
117,36
42,28
176,261
1195,779
65,114
168,70
143,174
373,251
82,168
152,289
126,25
257,263
299,231
306,215
77,56
152,53
91,42
241,877
174,101
86,34
100,114
71,51
301,199
320,209
160,189
167,53
46,78
116,152
62,52
65,146
81,54
32,57
74,104
93,123
349,405
74,66
563,83
103,65
217,93
177,217
57,20
51,65
20,29
234,109
238,88
67,110
106,36
125,37
201,129
228,51
175,69
199,119
640,515
303,281
190,69
42,20
33,21
281,259
147,141
152,217
65,181
185,320
35,160
84,54
81,66
56,61
166,230
291,232
837,667
129,129
78,106
812,694
52,32
70,138
236,122
354,121
31,80
231,166
256,73
180,72
96,148
94,120
92,65
45,19
163,69
249,304
191,53
63,44
94,39
162,86
201,527
87,157
388,130
119,99
107,72
68,70
45,50
24,65
48,79
72,122
123,264
151,148
120,247
70,51
127,108
126,76
160,216
68,65
115,44
200,94
184,160
195,132
269,293
185,109
20,55
2707,1332
219,373
133,123
203,90
147,397
51,139
232,232
280,158
45,95
140,182
74,105
125,226
18,18
67,63
70,159
20,27
51,32
200,49
201,168
129,196
80,33
85,44
92,105
203,195
77,375
649,505
149,283
129,97
277,67
103,99
92,96
183,259
120,226
78,28
38,75
28,81
26,100
37,36
36,21
37,117
486,191
57,233
36,60
120,59
27,37
168,176
238,823
289,175
73,83
57,88
146,69
195,109
167,96
157,36
249,351
334,375
234,59
40,100
55,58
182,85
143,55
562,150
50,62
157,54
190,63
304,316
145,104
110,134
188,54
51,51
123,94
176,137
112,99
513,765
40,120
89,102
69,43
116,45
287,259
357,137
389,306
272,196
125,72
133,257
226,289
378,165
101,61
62,244
159,149
164,76
149,65
165,96
37,35
89,126
29,65
46,105
296,247
341,278
263,158
286,81
129,53
276,257
324,241
163,147
170,65
179,126
221,75
368,451
175,123
156,125
95,173
97,112
72,55
168,149
291,56
97,96
53,101
338,236
225,366
114,43
99,55
55,34
64,119
84,108
36,135
66,73
147,328
183,95
814,172
218,53
80,111
63,20
323,361
391,266
53,115
98,128
585,539
13,31
175,253
158,51
44,34
242,167
176,49
375,99
231,42
107,105
115,57
102,97
34,83
252,366
103,118
67,28
98,69
78,133
120,116
112,400
191,582
140,118
477,201
274,267
49,59
204,74
297,269
262,151
117,85
343,156
447,119
499,284
345,441
121,96
129,81
45,105
70,88
228,82
123,55
76,65
41,56
26,101
36,56
196,203
203,921
124,38
178,161
109,43
326,124
244,133
313,186
314,80
42,86
254,141
159,76
36,22
128,53
217,105
319,223
153,88
111,107
46,68
394,311
178,48
183,132
354,75
78,149
56,62
114,78
42,79
34,82
29,70
141,108
197,153
23,85
28,94
156,110
134,72
58,203
139,72
93,179
113,46
263,151
146,239
126,165
178,46
319,67
499,216
195,238
263,234
105,141
353,142
116,98
55,138
712,272
141,89
994,124
39,70
347,749
92,40
49,37
72,71
157,226
63,58
92,70
68,124
145,109
273,136
21,35
27,45
89,109
56,32
102,108
47,34
30,38
122,62
115,58
79,35
101,98
107,216
405,470
53,145
89,29
41,40
122,405
80,32
131,252
140,67
246,152
91,91
76,29
177,83
219,99
80,62
158,131
158,98
349,119
144,40
1600,536
346,286
1298,1531
151,54
64,171
53,88
77,127
351,96
59,92
516,291
476,381
65,77
34,37
26,33
203,65
70,59
191,86
97,53
245,265
461,255
226,86
58,124
80,36
51,44
496,295
50,110
133,64
91,50
56,66
233,91
702,434
1525,585
1385,354
78,72
125,112
113,59
247,147
140,226
236,223
92,33
159,165
1342,962
116,177
63,40
515,278
77,43
85,202
50,53
89,29
301,255
52,29
344,411
526,315
71,143
72,87
73,260
146,135
93,63
1056,801
22,70
97,87
118,32
132,65
48,43
81,39
153,105
246,97
118,151
71,111
20,36
57,52
194,247
477,191
397,183
57,50
113,164
173,66
791,594
197,165
113,82
37,35
79,57
493,198
229,133
172,113
825,258
605,210
526,155
221,118
61,32
58,81
28,86
359,87
113,84
57,41
64,38
244,181
277,197
50,23
25,56
17,26
86,140
75,70
36,68
205,46
330,153
43,39
36,29
93,40
75,44
86,63
29,20
347,116
432,109
402,121
119,137
61,36
235,466
588,168
94,90
626,186
339,631
27,39
90,50
107,207
184,131
28,29
51,147
59,123
69,44
342,291
95,38
110,94
136,322
225,165
988,233
489,451
147,212
361,216
102,172
231,109
209,112
390,174
40,76
157,191
142,60
181,65
105,57
90,71
60,47
117,97
108,43
171,95
64,165
95,68
75,51
109,67
49,45
108,152
112,73
34,85
31,36
71,61
104,101
38,112
48,95
189,559
206,135
131,108
118,218
76,137
193,141
118,165
71,305
131,51
792,418
76,167
274,141
284,220
178,126
116,58
177,128
317,213
140,59
128,215
71,191
319,243
378,99
108,372
202,84
164,137
64,68
831,519
204,319
74,61
60,66
72,67
73,157
244,128
325,144
216,426
82,142
96,27
172,383
166,115
224,45
86,39
30,63
36,81
247,162
48,46
147,130
107,240
157,33
34,16
282,162
257,100
46,81
108,291
72,119
412,126
299,139
537,865
159,111
188,260
62,106
231,405
119,120
485,121
138,86
25,36
53,51
104,63
26,53
65,28
59,58
122,186
110,130
202,74
501,448
614,247
120,95
292,146
218,271
291,254
177,355
100,33
969,421
88,145
700,398
95,30
157,150
121,95
106,162
166,268
128,117
110,83
963,629
216,77
146,125
70,62
354,346
142,177
127,231
88,64
46,132
134,38
210,128
197,73
42,41
308,155
301,188
54,23
62,26
85,258
18,35
499,148
421,142
285,193
505,111
275,203
199,98
145,42
526,195
777,635
758,482
87,41
1651,1749
470,105
41,134
60,55
192,74
159,222
111,96
81,392
209,80
55,25
284,90
224,120
159,189
123,123
163,75
123,38
693,422
137,79
219,87
79,24
349,177
106,121
112,43
100,36
140,73
103,33
58,45
54,40
113,114
128,210
316,67
112,47
72,65
234,124
113,141
80,90
208,55
124,74
45,124
46,104
148,63
150,129
127,100
389,189
431,271
177,142
75,84
68,26
105,26
456,301
1151,203
279,175
176,94
114,197
23,48
47,91
121,121
831,644
393,194
58,125
44,115
139,153
96,125
506,176
135,96
31,52
85,36
227,213
30,74
24,83
110,149
75,74
44,204
197,157
122,96
131,76
226,217
314,362
355,188
148,83
62,102
44,24
142,237
68,61
26,64
654,178
259,77
265,235
255,259
82,132
668,374
728,617
154,410
623,246
128,91
1126,368
969,473
119,98
91,146
107,142
36,33
828,193
347,379
263,209
252,78
100,53
123,167
55,37
95,134
513,317
459,183
436,191
141,149
198,130
91,74
84,36
50,75
66,29
45,91
131,49
76,30
77,40
163,47
61,34
120,60
42,85
148,57
204,349
263,266
220,88
124,91
137,285
277,100
40,83
694,741
37,54
271,238
168,92
451,245
222,78
155,91
51,199
139,111
156,61
1101,401
996,336
88,122
286,149
78,273
47,95
43,105
52,130
86,173
95,215
193,478
336,130
551,381
309,209
425,211
274,138
76,289
310,101
181,95
279,537
241,294
48,173
173,164
123,83
139,70
106,37
199,56
193,152
76,43
54,49
147,338
97,231
229,267
110,174
68,92
230,75
313,358
67,28
183,194
248,222
110,136
174,46
136,126
192,372
283,167
74,84
155,124
257,238
52,111
37,31
92,356
248,199
125,193
39,32
336,219
171,59
123,151
279,153
148,63
157,56
95,142
35,119
84,106
147,37
139,109
383,103
79,51
174,165
52,45
123,382
98,81
107,89
103,49
139,84
82,82
133,108
311,78
66,42
230,199
198,150
214,59
192,208
322,521
46,35
31,72
296,221
239,133
55,52
49,45
242,103
116,151
60,149
101,128
68,137
58,153
61,149
78,91
121,389
188,56
38,122
118,33
212,294
551,263
225,186
163,82
165,127
487,167
249,249
140,151
192,266
97,79
66,66
111,134
234,174
30,101
431,728
105,148
83,121
169,144
76,126
154,156
48,58
104,194
651,519
1701,241
481,223
247,466
375,259
154,353
401,129
170,98
255,98
319,254
38,91
48,155
44,24
88,63
52,79
894,436
925,856
176,341
240,240
138,97
220,113
167,83
92,135
54,22
60,178
183,45
149,42
76,45
75,137
27,53
268,396
63,34
586,896
174,104
84,128
58,40
150,184
68,147
29,61
40,65
75,53
75,169
209,333
36,105
42,132
60,54
84,97
80,271
46,25
54,39
34,47
47,38
20,32
349,447
38,96
178,143
89,176
84,103
51,147
30,110
230,71
38,24
423,279
645,460
297,104
228,84
56,61
198,76
110,103
179,311
49,183
453,271
354,565
151,94
316,23
43,98
145,212
55,28
65,34
43,28
137,44
58,35
64,84
27,39
413,107
46,108
114,64
172,165
166,88
901,2641
343,87
189,474
676,220
126,101
105,61
60,141
250,144
133,145
111,178
118,392
157,187
182,118
60,122
267,271
170,100
32,23
104,61
372,759
273,318
882,401
222,134
113,79
154,142
221,181
226,193
112,200
224,78
233,88
47,151
203,311
357,187
43,71
30,42
189,129
95,76
151,35
206,64
93,130
470,354
204,122
46,23
127,112
91,139
82,47
93,32
116,152
92,144
209,88
163,81
181,53
345,349
277,235
112,33
80,27
61,41
343,125
115,136
423,178
442,181
28,46
84,45
125,632
178,262
287,229
149,307
71,33
207,237
51,47
62,91
29,69
74,31
53,81
37,48
146,38
22,84
127,134
245,407
269,157
35,71
34,45
398,240
59,51
130,184
862,746
58,35
65,26
349,364
98,31
44,33
581,415
126,92
52,120
106,102
44,91
72,89
142,31
114,52
112,64
1390,394
569,176
283,84
68,117
37,89
140,252
64,70
254,121
52,69
147,91
114,56
29,45
73,53
142,95
42,84
296,429
71,134
58,86
145,115
39,159
127,727
585,451
177,163
64,86
36,116
299,246
50,31
47,134
86,238
247,136
66,168
45,49
118,163
362,705
301,335
26,77
58,70
166,253
531,388
261,188
114,88
219,212
192,118
52,24
30,78
64,51
196,121
158,82
53,29
58,51
763,648
36,186
105,216
44,152
202,194
130,224
316,71
160,236
91,69
108,69
493,213
220,130
212,96
60,24
268,103
41,58
141,184
123,161
682,557
440,264
1325,340
90,141
87,54
281,97
127,35
124,33
436,454
564,415
35,98
154,34
70,57
116,222
221,95
246,56
252,215
140,51
77,88
24,84
23,67
119,81
72,44
48,89
62,51
197,64
73,21
450,100
966,360
1258,367
129,213
168,120
44,51
23,30
89,44
190,237
720,1061
464,702
136,281
175,221
1228,316
41,58
230,117
74,80
43,41
159,129
225,135
152,63
1298,960
110,115
255,567
140,53
33,23
274,471
119,66
108,67
84,67
447,65
260,46
54,35
89,145
639,100
279,65
498,91
244,57
132,136
77,50
86,146
181,363
229,143
595,317
401,272
59,93
56,27
79,74
357,204
385,493
201,301
156,276
2484,344
307,142
171,139
42,52
31,29
43,23
264,1005
487,877
66,51
156,86
43,77
22,58
1007,1345
88,195
39,76
24,42
262,130
189,88
73,181
99,106
40,109
152,44
116,55
582,626
176,256
397,262
47,24
53,29
322,144
93,200
307,166
62,68
46,132
32,77
58,90
170,83
125,184
92,55
32,70
80,182
66,140
191,311
77,103
230,68
874,528
43,18
145,97
89,52
1101,363
112,82
200,224
309,113
75,78
98,90
91,137
281,190
66,48
404,116
294,90
42,126
102,208
257,104
59,173
93,119
291,104
367,262
104,78
76,88
39,95
781,891
462,720
124,99
192,63
55,63
147,96
472,903
626,356
246,272
199,196
80,37
39,72
29,114
31,65
86,42
39,76
231,299
355,186
97,62
124,92
26,121
2258,1529
114,54
60,89
302,483
105,47
241,190
281,93
178,60
515,1049
40,50
112,95
115,41
39,28
28,40
134,245
147,141
569,776
131,142
190,212
187,50
219,89
142,101
249,143
176,98
498,216
62,134
99,195
176,198
278,977
47,42
14,50
181,248
171,59
418,488
90,31
52,35
86,39
70,131
101,73
137,119
77,139
133,53
199,309
109,62
199,201
285,211
41,62
41,115
71,34
235,151
690,263
454,413
560,397
261,253
449,305
101,213
244,233
757,613
120,136
51,137
105,60
58,71
376,227
126,62
178,58
623,128
95,139
27,23
197,155
136,233
364,143
176,151
713,417
288,91
120,34
67,42
42,38
141,95
613,114
716,777
34,23
109,142
118,391
206,311
438,169
248,116
367,93
99,43
65,63
72,82
1118,340
96,44
134,46
366,114
142,94
101,252
245,269
81,79
109,144
266,268
234,186
284,209
37,135
105,117
283,102
44,71
52,147
63,66
296,85
110,83
87,118
71,56
146,64
53,29
126,130
34,74
52,181
62,251
170,121
99,203
172,50
48,34
352,449
45,24
189,72
198,57
108,118
35,105
98,74
219,54
68,40
301,246
124,93
81,34
176,76
24,50
404,256
145,295
102,133
45,134
252,91
142,184
109,102
119,144
189,324
658,82
167,127
132,150
28,74
71,67
48,45
1346,370
555,446
227,331
215,184
166,243
20,47
160,118
182,162
414,213
63,103
75,69
122,133
337,161
75,95
68,72
99,69
87,68
170,333
77,56
88,209
169,114
26,74
82,54
1198,1334
117,168
86,541
45,26
577,101
49,79
58,57
58,88
159,111
114,164
32,108
207,180
200,383
165,87
104,43
124,66
143,68
309,117
71,66
130,156
20,44
64,72
45,96
132,40
80,92
103,51
100,161
74,148
47,70
149,238
332,481
233,189
87,30
79,90
150,186
159,210
342,161
108,51
248,175
44,246
42,135
329,290
186,162
166,127
63,121
61,50
35,77
67,46
88,151
372,124
186,74
460,686
212,153
174,122
385,203
80,60
631,286
228,197
233,99
90,42
58,72
146,86
203,131
101,160
111,76
27,50
34,49
38,80
33,77
66,84
518,274
55,94
61,125
174,113
152,90
811,561
1081,591
1039,501
90,36
378,316
205,198
136,136
263,158
62,70
49,71
146,56
83,67
49,28
194,215
73,28
171,77
274,141
272,208
118,62
133,83
130,53
886,1377
31,87
125,273
394,176
221,232
103,97
62,90
147,96
42,67
481,104
184,76
77,36
124,60
118,228
258,286
56,35
84,57
64,32
182,65
142,158
142,50
25,15
199,164
232,278
141,143
251,255
169,153
227,185
141,112
311,713
83,65
414,741
785,456
578,69
341,287
95,119
75,94
73,93
36,49
33,108
104,29
155,50
98,333
139,158
42,24
364,526
355,151
205,179
160,286
173,45
127,68
85,57
29,21
78,60
80,253
67,203
204,148
301,208
46,61
97,96
434,411
971,568
159,109
210,210
311,358
1168,736
37,102
215,42
104,92
325,345
228,177
44,28
24,53
19,28
49,19
47,174
89,71
883,547
38,66
287,112
338,169
165,132
235,156
112,162
138,105
148,75
572,246
356,197
95,63
893,470
28,92
21,71
209,328
70,31
47,20
65,33
60,34
101,52
124,233
91,358
60,77
46,41
92,51
81,39
356,158
341,101
107,50
55,47
341,186
70,22
157,126
134,67
46,162
32,64
67,24
249,283
620,273
396,178
23,91
94,52
1044,366
123,74
23,55
59,65
84,57
474,316
146,100
43,159
48,92
29,43
77,32
162,45
61,61
43,52
35,22
95,28
106,88
631,388
163,129
67,76
77,164
67,247
36,62
214,167
105,124
783,458
92,24
96,20
51,22
102,74
210,69
83,135
31,40
61,26
151,98
643,271
338,163
242,156
749,227
463,619
294,346
115,123
29,53
86,77
73,60
66,51
301,118
128,151
546,127
121,93
160,162
79,253
81,106
155,76
151,142
66,194
53,58
223,205
97,56
61,38
24,53
268,91
304,96
273,68
21,20
132,261
99,201
97,63
37,102
160,360
133,312
451,359
37,27
55,26
55,79
66,42
52,82
103,154
116,104
154,129
144,67
215,133
142,91
177,95
296,139
1068,1043
89,124
70,40
532,455
261,85
76,26
60,28
381,503
107,295
111,38
55,76
113,474
414,692
76,42
77,44
1074,478
100,55
199,193
71,99
201,230
81,57
29,41
202,189
128,122
168,96
408,391
227,205
164,117
229,131
987,482
73,45
187,228
170,317
119,550
53,86
54,273
39,97
90,56
75,160
322,253
165,124
616,289
87,164
122,225
109,293
237,227
38,94
59,91
121,114
213,153
263,149
38,64
270,272
333,421
391,115
239,111
188,81
165,82
90,50
16,53
555,298
69,309
99,55
100,97
49,76
236,714
58,371
58,220
421,381
371,707
73,151
85,143
137,37
15,23
20,19
77,32
34,66
56,54
17,34
198,132
269,158
62,128
44,102
281,153
100,189
42,90
64,64
51,37
97,30
155,33
124,227
104,180
111,67
1116,516
206,129
74,95
44,32
89,158
96,92
779,464
102,301
186,66
29,51
56,86
91,73
68,67
141,713
27,39
18,45
488,481
363,349
245,137
289,119
523,223
470,377
18,55
72,41
52,30
241,167
231,149
199,75
22,36
96,116
170,158
125,130
130,214
420,414
272,166
176,150
224,223
55,97
93,61
222,72
111,326
148,254
276,303
46,228
64,134
493,337
301,169
114,115
120,119
1076,328
49,62
266,533
281,157
85,301
53,158
142,62
297,185
155,223
265,207
136,130
244,67
103,140
164,106
714,241
946,596
1142,731
396,276
78,68
57,30
287,179
145,113
140,160
100,23
162,106
191,149
121,110
158,249
108,35
174,40
621,641
106,72
319,221
152,96
271,99
397,742
287,119
255,214
173,56
125,56
463,349
421,283
137,217
792,1451
166,145
144,93
57,45
32,70
28,33
41,34
726,244
896,179
74,28
76,35
317,224
116,65
107,49
98,70
43,34
131,118
153,134
34,29
37,38
159,88
311,619
54,190
84,351
93,127
65,135
81,38
111,138
465,266
55,42
86,37
75,145
215,41
153,42
701,171
157,324
204,66
206,73
83,49
649,511
449,297
589,459
224,72
202,70
1132,525
219,93
336,75
87,115
194,129
117,189
204,262
203,196
107,129
111,119
23,69
15,18
128,56
1494,953
21,67
79,31
199,215
562,111
93,187
185,140
116,58
31,20
224,67
170,122
254,51
102,87
29,20
86,67
230,267
356,196
126,53
105,73
242,152
149,160
76,46
114,183
104,80
504,383
44,142
257,80
87,50
265,167
110,191
128,43
137,57
97,134
131,114
124,80
62,137
180,241
149,162
444,635
282,327
210,98
188,189
982,755
61,58
56,97
177,60
47,152
87,155
1168,492
303,328
248,58
30,81
44,81
258,508
227,426
923,211
84,87
211,180
244,78
227,56
524,81
109,28
86,41
73,62
127,523
161,310
19,28
404,322
131,231
94,109
346,113
145,203
115,51
39,106
65,38
67,58
112,53
103,107
409,459
30,76
186,201
322,140
59,77
88,64
19,37
241,103
229,111
92,63
39,46
487,396
58,68
1300,181
462,288
123,53
53,68
434,711
82,106
117,147
321,658
143,164
38,77
94,142
1414,1066
46,54
79,140
58,71
42,39
105,125
446,587
3811,625
590,131
476,121
485,121
148,157
57,84
572,704
173,75
205,143
67,76
133,504
93,106
82,57
85,81
107,71
27,92
296,643
187,166
578,181
113,73
45,102
93,90
77,97
41,116
16,19
